,country_of_citizenship,country_being_visited,visa_requirements
856,afghanistan,new zealand,visa required
857,afghanistan,latvia,visa required
858,afghanistan,djibouti,evisa
859,afghanistan,grenada,visa required
860,afghanistan,democratic republic of the congo,visa required
861,afghanistan,singapore,visa required
862,afghanistan,nicaragua,visa required
863,afghanistan,burkina faso,visa required
864,afghanistan,eswatini,visa required
865,afghanistan,zambia,evisa
866,afghanistan,samoa,visa on arrival
867,afghanistan,uruguay,visa required
868,afghanistan,montenegro,visa required
869,afghanistan,equatorial guinea,visa required
870,afghanistan,bosnia and herzegovina,visa required
871,afghanistan,ghana,visa required
872,afghanistan,moldova,visa required
873,afghanistan,dominican republic,visa required
874,afghanistan,guinea-bissau,visa on arrival
875,afghanistan,paraguay,visa required
876,afghanistan,switzerland,visa required
877,afghanistan,honduras,visa required
878,afghanistan,libya,visa required
879,afghanistan,myanmar,visa required
880,afghanistan,belgium,visa required
881,afghanistan,kiribati,visa required
882,afghanistan,antigua and barbuda,evisa
883,afghanistan,japan,visa required
884,afghanistan,bulgaria,visa required
885,afghanistan,bolivia,visa required
886,afghanistan,thailand,visa required
887,afghanistan,cyprus,visa required
888,afghanistan,micronesia,visa not required
889,afghanistan,sierra leone,visa required
890,afghanistan,mauritania,visa on arrival
891,afghanistan,comoros,visa on arrival
892,afghanistan,burundi,visa required
893,afghanistan,indonesia,visa required
894,afghanistan,brazil,visa required
895,afghanistan,qatar,visa required
896,afghanistan,sudan,visa required
897,afghanistan,kazakhstan,visa required
898,afghanistan,lebanon,visa required
899,afghanistan,spain,visa required
900,afghanistan,suriname,evisa
901,afghanistan,senegal,visa on arrival
902,afghanistan,namibia,visa required
903,afghanistan,san marino,visa required
904,afghanistan,ireland,visa required
905,afghanistan,seychelles,visa on arrival
906,afghanistan,ethiopia,evisa
907,afghanistan,madagascar,visa on arrival
908,afghanistan,pakistan,visa required
909,afghanistan,turkey,visa required
910,afghanistan,romania,visa required
911,trinidad and tobago,laos,evisa / visa on arrival
912,trinidad and tobago,albania,visa not required
913,trinidad and tobago,chad,visa required
914,trinidad and tobago,benin,evisa / visa on arrival
915,trinidad and tobago,iceland,visa not required
916,trinidad and tobago,vanuatu,visa not required
917,trinidad and tobago,panama,visa not required
918,trinidad and tobago,israel,visa not required
919,trinidad and tobago,morocco,visa required
920,trinidad and tobago,united states,visa required
921,trinidad and tobago,timor-leste,visa on arrival
922,trinidad and tobago,costa rica,visa not required
923,trinidad and tobago,italy,visa not required
924,trinidad and tobago,saint vincent and the grenadines,visa not required
925,trinidad and tobago,nigeria,visa required
926,trinidad and tobago,el salvador,visa not required
927,trinidad and tobago,armenia,visa on arrival / evisa
928,trinidad and tobago,ecuador,visa not required
929,trinidad and tobago,poland,visa not required
930,trinidad and tobago,mozambique,visa on arrival
931,trinidad and tobago,argentina,visa not required
932,trinidad and tobago,syria,visa required
933,trinidad and tobago,finland,visa not required
934,trinidad and tobago,austria,visa not required
935,trinidad and tobago,sweden,visa not required
936,trinidad and tobago,somalia,visa on arrival
937,trinidad and tobago,tajikistan,evisa
938,trinidad and tobago,mauritius,visa not required
939,trinidad and tobago,belarus,visa required
940,trinidad and tobago,chile,visa not required
941,trinidad and tobago,central african republic,visa required
942,trinidad and tobago,tanzania,visa not required
943,trinidad and tobago,cameroon,visa required
944,trinidad and tobago,nauru,visa required
945,trinidad and tobago,mali,visa required
946,trinidad and tobago,estonia,visa not required
947,trinidad and tobago,malawi,visa not required
948,trinidad and tobago,togo,visa on arrival
949,trinidad and tobago,hungary,visa not required
950,trinidad and tobago,mexico,visa not required
951,trinidad and tobago,tuvalu,visa on arrival
952,trinidad and tobago,egypt,visa on arrival
953,trinidad and tobago,slovakia,visa not required
954,trinidad and tobago,russia,visa required
955,trinidad and tobago,guinea,visa required
956,trinidad and tobago,bahamas,visa not required
957,trinidad and tobago,uzbekistan,visa not required
958,trinidad and tobago,peru,visa not required
959,trinidad and tobago,malta,visa not required
960,trinidad and tobago,angola,visa required
961,trinidad and tobago,andorra,visa not required
962,trinidad and tobago,niger,visa required
963,trinidad and tobago,belize,visa not required
964,trinidad and tobago,georgia,evisa
965,trinidad and tobago,papua new guinea,visa required
966,trinidad and tobago,bangladesh,visa on arrival
967,trinidad and tobago,portugal,visa not required
968,trinidad and tobago,south africa,visa not required
969,trinidad and tobago,colombia,visa not required
970,trinidad and tobago,kuwait,visa required
971,trinidad and tobago,venezuela,visa not required
972,trinidad and tobago,algeria,visa required
973,trinidad and tobago,republic of the congo,visa required
974,trinidad and tobago,jamaica,visa not required
975,trinidad and tobago,tonga,visa required
976,trinidad and tobago,kenya,visa not required
977,trinidad and tobago,gabon,evisa
978,trinidad and tobago,gambia,visa not required
979,trinidad and tobago,croatia,visa not required
980,trinidad and tobago,norway,visa not required
981,trinidad and tobago,sri lanka,electronic travel authorization
982,trinidad and tobago,saint lucia,visa not required
983,trinidad and tobago,rwanda,visa on arrival / evisa
984,trinidad and tobago,fiji,visa not required
985,trinidad and tobago,cambodia,visa on arrival
986,trinidad and tobago,united arab emirates,visa required
987,trinidad and tobago,bhutan,visa required
988,trinidad and tobago,uganda,visa on arrival
989,trinidad and tobago,vietnam,visa required
990,trinidad and tobago,netherlands,visa not required
991,trinidad and tobago,eritrea,visa required
992,trinidad and tobago,tunisia,visa required
993,trinidad and tobago,guyana,visa not required
994,trinidad and tobago,turkmenistan,visa required
995,trinidad and tobago,south sudan,electronic visa
996,trinidad and tobago,iran,visa on arrival
997,trinidad and tobago,kyrgyzstan,evisa
998,trinidad and tobago,canada,visa required
999,trinidad and tobago,france,visa not required
1000,trinidad and tobago,oman,visa required
1001,trinidad and tobago,mongolia,visa required
1002,trinidad and tobago,cuba,tourist card required
1003,trinidad and tobago,germany,visa not required
1004,trinidad and tobago,palau,visa on arrival
1005,trinidad and tobago,iraq,visa required
1006,trinidad and tobago,india,e-visa
1007,trinidad and tobago,côte d'ivoire,evisa
1008,trinidad and tobago,slovenia,visa not required
1009,trinidad and tobago,yemen,visa required
1010,trinidad and tobago,denmark,visa not required
1011,trinidad and tobago,china,visa required
1012,trinidad and tobago,ukraine,evisa
1013,trinidad and tobago,serbia,visa not required
1014,trinidad and tobago,marshall islands,visa required
1015,trinidad and tobago,lithuania,visa not required
1016,trinidad and tobago,botswana,visa not required
1017,trinidad and tobago,monaco,visa not required
1018,trinidad and tobago,saudi arabia,visa required
1019,trinidad and tobago,azerbaijan,evisa
1020,trinidad and tobago,brunei,visa required
1021,trinidad and tobago,lesotho,visa not required
1022,trinidad and tobago,barbados,visa not required
1023,trinidad and tobago,nepal,visa on arrival
1024,trinidad and tobago,malaysia,visa not required
1025,trinidad and tobago,guatemala,visa not required
1026,trinidad and tobago,greece,visa not required
1027,trinidad and tobago,solomon islands,visitor's permit on arrival
1028,trinidad and tobago,zimbabwe,visa not required
1029,trinidad and tobago,afghanistan,visa required
1030,trinidad and tobago,maldives,visa on arrival
1031,trinidad and tobago,liberia,visa required
1032,trinidad and tobago,saint kitts and nevis,visa not required
1033,trinidad and tobago,jordan,visa on arrival
1034,trinidad and tobago,bahrain,evisa
1035,trinidad and tobago,dominica,visa not required
1036,trinidad and tobago,liechtenstein,visa not required
1037,trinidad and tobago,haiti,visa not required
1038,trinidad and tobago,new zealand,visa required
1039,trinidad and tobago,latvia,visa not required
1040,trinidad and tobago,djibouti,visa on arrival / evisa
1041,trinidad and tobago,grenada,visa not required
1042,trinidad and tobago,democratic republic of the congo,visa required
1043,trinidad and tobago,singapore,visa not required
1044,trinidad and tobago,nicaragua,visa not required
1045,trinidad and tobago,burkina faso,visa required
1046,trinidad and tobago,eswatini,visa not required
1047,trinidad and tobago,zambia,visa not required
1048,trinidad and tobago,samoa,entry permit on arrival
1049,trinidad and tobago,uruguay,visa not required
1050,trinidad and tobago,montenegro,visa not required
1051,trinidad and tobago,equatorial guinea,visa required
1052,trinidad and tobago,bosnia and herzegovina,visa not required
1053,trinidad and tobago,ghana,visa not required
1054,trinidad and tobago,moldova,visa not required
1055,trinidad and tobago,dominican republic,visa not required
1056,trinidad and tobago,guinea-bissau,visa on arrival
1057,trinidad and tobago,paraguay,visa required
1058,trinidad and tobago,switzerland,visa not required
1059,trinidad and tobago,honduras,visa not required
1060,trinidad and tobago,libya,visa required
1061,trinidad and tobago,myanmar,visa required
1062,trinidad and tobago,belgium,visa not required
1063,trinidad and tobago,kiribati,visa not required
1064,trinidad and tobago,antigua and barbuda,visa not required
1065,trinidad and tobago,japan,visa required
1066,trinidad and tobago,bulgaria,visa not required
1067,trinidad and tobago,bolivia,visa on arrival
1068,trinidad and tobago,thailand,visa required
1069,trinidad and tobago,cyprus,visa not required
1070,trinidad and tobago,micronesia,visa not required
1071,trinidad and tobago,sierra leone,visa on arrival
1072,trinidad and tobago,mauritania,visa on arrival
1073,trinidad and tobago,comoros,visa on arrival
1074,trinidad and tobago,burundi,visa required
1075,trinidad and tobago,indonesia,visa not required
1076,trinidad and tobago,brazil,visa not required
1077,trinidad and tobago,qatar,evisa
1078,trinidad and tobago,sudan,visa required
1079,trinidad and tobago,kazakhstan,visa required
